name,Inf_0,Inf_1,Inf_2,Inf_3,Inf_4,Inf_5,Inf_6
Юленька,одуш,ж,!,II2,,,
Юлечка,одуш,ж,!,II2,,,
Ядвига,одуш,ж,!,II2,,,
Ямайка,неод,ж,!,II2,,,
Янка,одуш,ж,!,II2,,,
Яночка,одуш,ж,!,II2,,,
Яшка,одуш,м,!,II2,,,
Америка,неод,ж,,II2,мн,,I16
бибика,неод,ж,,II2,мн,,I16
блатняга,одуш,м,,II2,мн,,I16
бояка,одуш,м,,II2,мн,,I16
братуха,одуш,м,,II2,мн,,I16
бэха,неод,ж,,II2,мн,,I16
восьмуха,неод,ж,,II2,мн,,I16
добряга,одуш,м,,II2,мн,,I16
дымовуха,неод,ж,,II2,мн,,I16
залепуха,неод,ж,,II2,мн,,I16
замануха,неод,ж,,II2,мн,,I16
змеюга,одуш,ж,,II2,мн,,I16
змеюка,одуш,ж,,II2,мн,,I16
каратэка,одуш,м,,II2,мн,,I16
китиха,одуш,ж,,II2,мн,,I16
кликуха,неод,ж,,II2,мн,,I16
коммуняга,одуш,м,,II2,мн,,I16
коммуняка,одуш,м,,II2,мн,,I16
куряга,одуш,м,,II2,мн,,I16
легковуха,неод,ж,,II2,мн,,I16
ляха,неод,ж,,II2,мн,,I16
мандавоха,одуш,ж,,II2,мн,,I16
нахалюга,одуш,м,,II2,мн,,I16
побироха,одуш,м,,II2,мн,,I16
пуделиха,одуш,ж,,II2,мн,,I16
рюмаха,неод,ж,,II2,мн,,I16
ряха,неод,ж,,II2,мн,,I16
сеструха,одуш,ж,,II2,мн,,I16
скакуха,одуш,ж,,II2,мн,,I16
скромняга,одуш,м,,II2,мн,,I16
срака,неод,ж,,II2,мн,,I16
